"","Name","IOC","DOB","Height","Weight","Turn.Pro","Prz","Rk","CH","Date","Titles","W","L","country_type","Region","CH_age","Background","sex"
"858","Rina SAIGO","Japan",2000-10-17,0,0,0,10856,817,796,2019-07-15,0,41,33,"developed","ASIA",18,"East","Female"
"859","Jenny DUERST","Switzerland",1999-03-25,0,0,0,9776,818,798,2019-10-21,0,43,36,"developed","EUROPE",20,"West","Female"
"860","Anastasia VDOVENCO","Moldova",1994-04-20,0,0,0,47402,819,415,2017-04-10,0,183,149,"developing","EUROPE",22,"West","Female"
"861","Carmen SCHULTHEISS","Germany",1999-06-04,0,0,0,11685,820,732,2019-08-12,0,40,53,"developed","EUROPE",20,"West","Female"
"862","Elsa JACQUEMOT","France",2003-05-03,0,0,0,15622,821,622,2019-06-10,0,5,9,"developed","EUROPE",16,"East","Female"
"863","Romina OPRANDI","Switzerland",1986-03-29,172,0,2005,1521129,821,32,2013-06-10,0,408,219,"developed","EUROPE",27,"East","Female"
"864","Varatchaya WONGTEANCHAI","Thailand",1989-09-07,0,0,0,298719,822,200,2015-07-20,0,290,243,"developing","ASIA",25,"West","Female"
"865","Anca CRACIUN","Canada",2000-02-10,0,0,0,5390,823,815,2018-12-31,0,18,34,"developed","NORTHERN_AMERICA",18,"West","Female"
"866","Alexandra DULGHERU","Romania",1989-05-30,172,61,2005,2277547,823,26,2011-04-11,2,373,247,"developed","EUROPE",21,"West","Female"
"867","Pauline WUARIN","Switzerland",1996-04-28,0,0,0,9653,824,727,2019-07-22,0,34,65,"developed","EUROPE",23,"West","Female"
"868","Georgia DRUMMY","Ireland",2000-04-18,0,0,0,6286,825,795,2019-08-12,0,15,2,"developed","EUROPE",19,"West","Female"
"869","Kanami TSUJI","Japan",1996-01-24,0,0,0,19429,825,538,2015-10-12,0,82,74,"developed","ASIA",19,"East","Female"
"870","Polina VINOGRADOVA","Russia",1993-11-27,0,0,0,93281,826,198,2014-04-14,0,208,124,"developing","EUROPE",20,"West","Female"
"871","Shiori FUKUDA","Japan",1997-12-30,0,0,0,6891,826,611,2019-06-17,0,23,14,"developed","ASIA",21,"West","Female"
"872","Nicole VAIDISOVA","Czech Republic",1989-04-23,183,63,2003,2778619,826,7,2007-05-14,6,225,116,"developed","EUROPE",18,"West","Female"
"873","Charlotte CHAVATIPON","United States",2002-04-13,0,0,0,5679,827,827,2019-11-04,0,22,15,"developed","NORTHERN_AMERICA",17,"East","Female"
"874","Evgeniya LEVASHOVA","Russia",1999-05-28,0,0,0,10384,828,657,2016-03-21,0,55,27,"developing","EUROPE",16,"West","Female"
"875","Sviatlana PIRAZHENKA","Belarus",1992-09-12,0,0,0,99683,829,371,2014-08-18,0,277,222,"developing","EUROPE",21,"West","Female"
"876","Julia WACHACZYK","Germany",1994-04-13,0,0,0,86399,830,338,2017-04-03,0,207,166,"developed","EUROPE",22,"West","Female"
"877","LEE Ye-Ra","South Korea",1987-09-14,0,0,0,138070,830,178,2008-09-22,0,252,153,"developing","ASIA",21,"West","Female"
"878","Nungnadda WANNASUK","Thailand",1989-11-11,165,58,0,81428,831,342,2013-06-10,0,219,149,"developing","ASIA",23,"West","Female"
"879","Sherazad REIX","France",1989-04-03,0,0,0,183746,831,204,2016-07-11,0,301,225,"developed","EUROPE",27,"West","Female"
"880","Federica PRATI","Italy",1996-01-03,0,0,0,26883,832,754,2019-10-07,0,114,136,"developed","EUROPE",23,"West","Female"
"881","Alicia SMITH","Australia",1996-09-27,0,0,0,26103,833,828,2018-12-31,0,68,82,"developed","OCEANIA",22,"East","Female"
"882","Ioana PIETROIU","Romania",1998-02-17,0,0,0,14760,833,423,2017-02-27,0,66,31,"developed","EUROPE",19,"West","Female"
"883","Anna UKOLOVA","Russia",1999-03-25,0,0,0,24041,834,777,2018-11-26,0,94,88,"developing","EUROPE",19,"West","Female"
"884","BAI Zhuoxuan","China",2002-11-16,0,0,0,7429,835,825,2019-10-21,0,2,4,"developing","ASIA",16,"West","Female"
"887","Lauren PROCTOR","United States",1997-01-08,0,0,0,6524,838,829,2019-10-21,0,46,24,"developed","NORTHERN_AMERICA",22,"East","Female"
"888","Funa KOZAKI","Japan",2001-06-27,0,0,0,4408,839,839,2019-11-04,0,15,22,"developed","ASIA",18,"West","Female"
"889","LEE So-Ra","South Korea",1994-07-22,0,0,0,101449,840,247,2015-11-23,0,204,149,"developing","ASIA",21,"West","Female"
"891","Ksenia PERVAK","Russia",1991-05-27,170,60,0,1024792,842,37,2011-09-19,1,269,153,"developing","EUROPE",20,"West","Female"
"892","Sinja KRAUS","Austria",2002-04-29,0,0,0,9178,842,717,2019-09-23,0,31,19,"developed","EUROPE",17,"West","Female"
"893","Victoria KALAITZIS","Belgium",2000-05-14,0,0,0,6086,843,833,2019-10-21,0,25,17,"developed","EUROPE",19,"West","Female"
"894","Misa EGUCHI","Japan",1992-04-18,173,0,0,424199,844,109,2016-09-12,0,235,208,"developed","ASIA",24,"West","Female"
"896","Michaela GORDON","United States",1999-07-26,0,0,0,24984,844,478,2017-08-21,0,88,55,"developed","NORTHERN_AMERICA",18,"West","Female"
"897","Ayumi MORITA","Japan",1990-03-11,164,54,2005,1669096,845,40,2011-10-03,0,265,224,"developed","ASIA",21,"East","Female"
"898","Daria KRASNOVA","Russia",2002-06-12,0,0,0,2137,846,844,2019-09-09,0,10,8,"developing","EUROPE",17,"East","Female"
"899","Estela PEREZ-SOMARRIBA","Spain",1998-07-25,0,0,0,7239,847,847,2019-11-04,0,48,26,"developed","EUROPE",21,"East","Female"
"900","Adriana REAMI","United States",1997-11-13,0,0,0,5250,848,812,2019-08-05,0,13,1,"developed","NORTHERN_AMERICA",21,"West","Female"
"901","Lauren MARKER","United States",1995-05-17,0,0,0,4696,849,792,2018-04-23,0,25,20,"developed","NORTHERN_AMERICA",22,"West","Female"
"902","Jana JABLONOVSKA","Slovakia",1996-02-03,0,0,0,21618,849,818,2015-06-08,0,86,55,"developed","EUROPE",19,"West","Female"
"903","Vivian ZLATANOVA","Bulgaria",1997-11-09,0,0,0,12260,850,653,2014-06-23,0,49,40,"developed","EUROPE",16,"West","Female"
"904","Sara TOMIC","Australia",1998-02-05,0,0,0,63126,850,379,2016-06-13,0,88,75,"developed","OCEANIA",18,"West","Female"
"905","Lisa PIGATO","Italy",2003-06-21,0,0,0,6204,851,766,2019-09-30,0,19,10,"developed","EUROPE",16,"West","Female"
"906","WANG Dan Ni","China",1993-06-12,0,0,0,31605,852,685,2019-07-15,0,84,139,"developing","ASIA",26,"West","Female"
"907","Maree CASEY","Australia",1995-01-03,0,0,0,3689,853,846,2018-12-31,0,19,26,"developed","OCEANIA",24,"East","Female"
"908","Mylene HALEMAI","France",2001-08-11,0,0,0,16576,853,794,2018-12-31,0,31,32,"developed","EUROPE",17,"West","Female"
"909","Tereza PROCHAZKOVA","Czech Republic",1999-06-21,0,0,0,8460,854,732,2017-10-09,0,45,29,"developed","EUROPE",18,"East","Female"
"911","KIM Da Hye","South Korea",1996-04-25,0,0,0,17199,855,512,2014-10-27,0,63,53,"developing","ASIA",18,"East","Female"
"912","Lea ROMAIN","France",1999-11-28,0,0,0,3565,855,781,2016-11-21,0,14,21,"developed","EUROPE",16,"West","Female"
"913","Louise BRUNSKOG","Sweden",1993-01-02,0,0,0,17163,856,715,2013-10-28,0,63,78,"developed","EUROPE",20,"East","Female"
"914","Zuzana ZALABSKA","Czech Republic",1985-11-24,0,0,0,36389,856,418,2011-01-31,0,151,81,"developed","EUROPE",25,"West","Female"
"915","Maria FONTE","Portugal",2002-02-01,0,0,0,9427,857,823,2019-10-21,0,35,33,"developed","EUROPE",17,"West","Female"
"916","Nuria BRANCACCIO","Italy",2000-06-24,0,0,0,13951,858,805,2019-08-19,0,68,54,"developed","EUROPE",19,"West","Female"
"917","Ayumi KOSHIISHI","Japan",2000-07-28,0,0,0,14294,859,609,2019-04-15,0,72,62,"developed","ASIA",18,"East","Female"
"918","Margarita LAZAREVA","Russia",1990-10-10,0,0,0,122993,860,336,2014-11-24,0,299,312,"developing","EUROPE",24,"West","Female"
"919","Miyu KATO","Japan",1994-11-21,156,51,0,717376,861,122,2018-01-15,0,178,160,"developed","ASIA",23,"West","Female"
"920","Erin ROUTLIFFE","New Zealand",1995-04-11,0,0,0,88500,862,591,2012-10-22,0,77,72,"developed","OCEANIA",17,"West","Female"
"921","WEI Zhanlan","China",1998-01-05,0,0,0,18611,863,480,2016-10-17,0,55,47,"developing","ASIA",18,"West","Female"
"922","Lena RUEFFER","Germany",1998-08-23,0,0,0,45695,863,323,2018-12-17,0,93,94,"developed","EUROPE",20,"West","Female"
"923","Jada HART","United States",1998-03-19,0,0,0,10176,864,851,2019-09-23,0,6,8,"developed","NORTHERN_AMERICA",21,"West","Female"
"924","YE Qiu Yu","China",1997-11-29,0,0,0,72420,865,480,2018-04-30,0,104,86,"developing","ASIA",20,"West","Female"
"925","Dinah PFIZENMAIER","Germany",1992-01-13,171,63,0,489829,865,79,2014-03-17,0,171,106,"developed","EUROPE",22,"East","Female"
"926","Naomi TOTKA","Hungary",1995-10-19,0,0,0,57295,866,363,2015-12-14,0,173,154,"developed","EUROPE",20,"West","Female"
"927","Connie MA","United States",2003-06-08,0,0,0,5398,866,633,2019-06-24,0,22,9,"developed","NORTHERN_AMERICA",16,"West","Female"
"928","Lea THOLEY","France",1995-09-03,0,0,0,34258,867,576,2013-02-25,0,130,107,"developed","EUROPE",17,"West","Female"
"929","Charlotte ROBILLARD-MILLETTE","Canada",1999-01-12,0,0,0,32242,867,532,2017-09-25,0,40,49,"developed","NORTHERN_AMERICA",18,"West","Female"
"930","Elle CHRISTENSEN","United States",2000-08-09,0,0,0,6002,868,842,2019-08-12,0,26,20,"developed","NORTHERN_AMERICA",19,"West","Female"
"931","Tamara MALESEVIC","Serbia",2000-09-26,0,0,0,9270,869,801,2019-08-12,0,32,24,"developing","EUROPE",18,"West","Female"
"932","Jennifer ZERBONE","France",1995-06-14,0,0,0,9072,869,604,2016-10-03,0,57,42,"developed","EUROPE",21,"West","Female"
"934","Clara BUREL","France",2001-03-24,0,0,0,76759,871,477,2019-02-18,0,25,20,"developed","EUROPE",17,"East","Female"
"935","Yuliya LYSA","Ukraine",1995-05-14,0,0,0,20710,872,464,2011-09-19,0,89,58,"developing","EUROPE",16,"West","Female"
"936","Cornelia LISTER","Sweden",1994-05-26,183,0,0,143937,872,383,2018-05-07,0,138,136,"developed","EUROPE",23,"West","Female"
"938","Yui CHIKARAISHI","Japan",1999-01-26,0,0,0,3230,873,867,2019-10-21,0,24,30,"developed","ASIA",20,"West","Female"
"939","Victoria EMMA","United States",1999-08-07,0,0,0,5191,873,770,2019-07-29,0,27,23,"developed","NORTHERN_AMERICA",19,"West","Female"
"940","Stacey FUNG","Canada",1997-02-06,0,0,0,8269,875,875,2019-11-04,0,24,18,"developed","NORTHERN_AMERICA",22,"West","Female"
"941","Sadafmoh TOLIBOVA","Belarus",1996-06-16,0,0,0,35400,876,542,2015-11-23,0,135,121,"developing","EUROPE",19,"West","Female"
"942","Anastasia PIANGERELLI","Italy",2000-08-22,0,0,0,6842,877,868,2019-10-07,0,28,27,"developed","EUROPE",19,"West","Female"
"943","Lena LUTZEIER","Germany",1995-01-06,0,0,0,8367,878,842,2019-08-05,0,29,34,"developed","EUROPE",24,"West","Female"
"944","Anastasiya POPLAVSKA","Ukraine",2001-11-07,0,0,0,9173,879,871,2019-10-14,0,43,47,"developing","EUROPE",17,"West","Female"
"945","Akilah JAMES","United States",1992-08-29,0,0,0,16750,880,678,2017-08-07,0,46,66,"developed","NORTHERN_AMERICA",24,"East","Female"
"946","Tiphanie FIQUET","France",2000-05-17,0,0,0,11030,881,881,2019-11-04,0,59,58,"developed","EUROPE",19,"West","Female"
"947","Anastasia ZOLOTAREVA","Russia",2002-01-18,0,0,0,6351,882,882,2019-11-04,0,24,18,"developing","EUROPE",17,"West","Female"
"948","Alexandra DAMASCHIN","Romania",1991-02-14,0,0,0,42722,883,510,2009-11-16,0,166,130,"developed","EUROPE",18,"East","Female"
"949","Michaela HONCOVA","Slovakia",1992-12-22,0,63,0,174823,884,218,2018-06-18,0,293,236,"developed","EUROPE",25,"West","Female"
"950","Mihaela DJAKOVIC","Serbia",2001-11-26,0,0,0,11504,885,671,2019-06-24,0,53,47,"developing","EUROPE",17,"West","Female"
"951","Natsumi KAWAGUCHI","Japan",2002-06-28,0,0,0,4624,886,855,2019-08-05,0,11,5,"developed","ASIA",17,"East","Female"
"952","Alina CHARAEVA","Russia",2002-05-27,0,0,0,7342,887,876,2018-12-10,0,18,7,"developing","EUROPE",16,"West","Female"
"953","Maria TIMOFEEVA","Russia",2003-11-18,0,0,0,5473,888,879,2019-10-21,0,18,7,"developing","EUROPE",15,"West","Female"
"954","Maelys BOUGRAT","France",2002-03-21,0,0,0,7455,889,857,2019-08-05,0,39,41,"developed","EUROPE",17,"West","Female"
"955","Yvonne NEUWIRTH","Austria",1992-08-04,0,0,0,40524,889,305,2014-07-14,0,152,98,"developed","EUROPE",21,"West","Female"
"956","Sandy MARTI","Switzerland",1992-06-23,0,0,0,12735,891,694,2018-12-17,0,63,65,"developed","EUROPE",26,"West","Female"
"957","Ari MATSUMOTO","Japan",1997-11-20,0,0,0,7024,892,669,2019-04-01,0,32,31,"developed","ASIA",21,"West","Female"
"958","Chelsea VANHOUTTE","Belgium",1999-09-23,0,0,0,17165,893,893,2019-11-04,0,70,73,"developed","EUROPE",20,"West","Female"
"959","Angeles MORENO BARRANQUERO","Spain",1999-08-03,0,0,0,13155,894,894,2019-11-04,0,70,63,"developed","EUROPE",20,"West","Female"
"960","Svenja OCHSNER","Switzerland",2000-02-10,0,0,0,12784,895,830,2018-11-19,0,43,46,"developed","EUROPE",18,"West","Female"
"961","Kanika VAIDYA","India",1995-03-27,0,0,0,19176,895,658,2018-04-30,0,69,53,"developing","ASIA",23,"West","Female"
"963","Elena MILOVANOVIC","Serbia",2001-01-31,0,0,0,7019,897,878,2019-09-09,0,34,22,"developing","EUROPE",18,"West","Female"
"964","Tamachan MOMKOONTHOD","Thailand",1997-04-14,0,0,0,22688,898,705,2016-05-16,0,76,85,"developing","ASIA",19,"West","Female"
"965","Lara SCHMIDT","Germany",1999-10-13,0,0,0,9291,899,838,2019-04-22,0,29,42,"developed","EUROPE",19,"West","Female"
"966","Kamilla BARTONE","Latvia",2002-06-07,0,0,0,2798,900,868,2019-08-12,0,6,6,"developed","EUROPE",17,"West","Female"
"967","Marta PAIGINA","Russia",1999-03-03,0,0,0,42832,900,288,2017-11-20,0,145,52,"developing","EUROPE",18,"West","Female"
"968","Caijsa HENNEMANN","Sweden",2001-03-22,0,0,0,8489,901,892,2019-10-14,0,15,16,"developed","EUROPE",18,"West","Female"
"969","Michaella KRAJICEK","Netherlands",1989-01-09,177,69,2003,2080018,902,30,2008-02-11,3,317,200,"developed","EUROPE",19,"West","Female"
"970","Margaux ROUVROY","France",2001-03-22,0,0,0,5963,903,888,2019-09-16,0,15,12,"developed","EUROPE",18,"East","Female"
"971","Allura ZAMARRIPA","United States",2002-08-15,0,0,0,6550,903,839,2019-08-05,0,13,7,"developed","NORTHERN_AMERICA",16,"West","Female"
"972","Annika BECK","Germany",1994-02-16,170,59,0,2254932,903,37,2016-07-18,2,251,189,"developed","EUROPE",22,"West","Female"
"973","Lara MICHEL","Switzerland",1991-12-24,0,0,0,52596,905,285,2014-10-13,0,171,97,"developed","EUROPE",22,"West","Female"
"974","Anastasia FROLOVA","Russia",1994-06-21,0,0,0,58323,906,298,2017-11-06,0,154,103,"developing","EUROPE",23,"East","Female"
"975","Evgeniya BURDINA","Russia",2001-01-17,0,0,0,8175,907,885,2018-12-24,0,30,26,"developing","EUROPE",17,"East","Female"
"976","Tina SMITH","Australia",2002-06-12,0,0,0,4464,908,899,2019-10-14,0,22,16,"developed","OCEANIA",17,"West","Female"
"977","Alberta BRIANTI","Italy",1980-04-05,165,60,2000,1263830,908,55,2011-06-13,1,538,467,"developed","EUROPE",31,"West","Female"
"978","Jessy ROMPIES","Indonesia",1990-04-14,0,0,0,80039,909,413,2011-10-17,0,166,127,"developing","ASIA",21,"West","Female"
"979","Martyna KUBKA","Poland",2001-04-19,0,0,0,4963,910,910,2019-11-04,0,9,6,"developed","EUROPE",18,"West","Female"
"980","Victoria LARRIERE","France",1991-05-02,168,58,2011,144513,910,172,2012-05-14,0,168,117,"developed","EUROPE",21,"East","Female"
"981","Kana DANIEL","United States",1995-07-30,0,0,0,12302,911,698,2018-06-18,0,53,50,"developed","NORTHERN_AMERICA",22,"West","Female"
"983","Ksenia GAYDARZHI","Russia",1995-02-08,0,0,0,16910,911,483,2015-09-21,0,60,57,"developing","EUROPE",20,"West","Female"
"984","Ayumi MIYAMOTO","Japan",2000-12-18,0,0,0,12738,912,525,2019-05-27,0,42,48,"developed","ASIA",18,"West","Female"
"986","Franziska SZIEDAT","Germany",2000-08-06,0,0,0,6356,914,844,2019-10-14,0,22,32,"developed","EUROPE",19,"West","Female"
"987","Laetitia PULCHARTOVA","Czech Republic",2001-01-18,0,0,0,12247,915,904,2019-10-14,0,38,81,"developed","EUROPE",18,"West","Female"
"988","Katyarina PAULENKA","Belarus",2000-01-25,0,0,0,14503,916,740,2018-07-16,0,56,43,"developing","EUROPE",18,"West","Female"
"989","Emily SEIBOLD","Germany",2000-01-01,0,0,0,11030,917,890,2019-10-07,0,51,53,"developed","EUROPE",19,"West","Female"
"990","KARUNARATNE Adithya","Hong Kong",2001-12-04,0,0,0,9553,918,904,2019-10-07,0,40,42,"developing","ASIA",17,"East","Female"
"991","Emma LENE","France",1999-07-15,0,0,0,16393,919,733,2018-12-31,0,63,74,"developed","EUROPE",19,"West","Female"
"992","Selena JANICIJEVIC","France",2002-07-23,0,0,0,61561,920,742,2019-07-22,0,4,7,"developed","EUROPE",17,"West","Female"
"993","LIU Yanni","China",1999-06-11,0,0,0,24793,921,687,2018-12-31,0,46,73,"developing","ASIA",19,"West","Female"
"994","Sofiya KOVALETS","Ukraine",1994-07-10,172,64,2009,70487,921,243,2014-09-29,0,222,155,"developing","EUROPE",20,"West","Female"
"995","Martina BORECKA","Czech Republic",1991-03-19,0,0,0,70007,921,310,2014-07-14,0,196,171,"developed","EUROPE",23,"West","Female"
"996","Vanessa ONG","United States",2002-01-13,0,0,0,5587,922,922,2019-11-04,0,26,14,"developed","NORTHERN_AMERICA",17,"West","Female"
"997","Giorgia MARCHETTI","Italy",1995-01-21,0,0,0,60442,923,535,2017-07-24,0,136,152,"developed","EUROPE",22,"West","Female"
"998","Arina VASILESCU","Romania",1997-03-06,0,0,0,13395,924,757,2018-12-03,0,51,53,"developed","EUROPE",21,"West","Female"
"999","Szabina SZLAVIKOVICS","Hungary",1995-09-05,0,0,0,28270,925,525,2014-10-06,0,107,117,"developed","EUROPE",19,"East","Female"
"1000","Andrea RAAHOLT","Norway",1996-04-17,0,0,0,5588,925,845,2016-09-26,0,47,51,"developed","EUROPE",20,"West","Female"
"1001","Melania DELAI","Italy",2002-10-15,0,0,0,5135,925,911,2019-09-23,0,15,14,"developed","EUROPE",16,"East","Female"
"1002","Dana KREMER","Germany",1997-09-01,0,0,0,19357,926,472,2017-09-11,0,100,71,"developed","EUROPE",20,"West","Female"
"1003","Ramona MATARUGA","Australia",1996-01-27,0,0,0,4202,927,927,2019-11-04,0,24,15,"developed","OCEANIA",23,"West","Female"
"1004","Gioia BARBIERI","Italy",1991-07-09,170,64,2009,136192,928,170,2014-09-15,0,262,179,"developed","EUROPE",23,"East","Female"
"1005","Miriana TONA","Italy",1995-01-09,0,0,0,28898,928,677,2018-12-24,0,107,105,"developed","EUROPE",23,"West","Female"
"1006","Emily ARBUTHNOTT","United Kingdom",1997-10-03,0,0,0,28458,929,551,2016-09-26,0,86,48,"developed","EUROPE",18,"West","Female"
"1007","Weronika FALKOWSKA","Poland",2000-06-17,0,0,0,11375,930,856,2019-06-24,0,31,24,"developed","EUROPE",19,"West","Female"
"1008","Margaux ORANGE","France",1999-11-08,0,0,0,6053,930,930,2019-11-04,0,47,32,"developed","EUROPE",20,"West","Female"
"1009","Joelle KISSELL","United States",1991-06-06,0,0,0,16614,932,781,2019-07-29,0,79,95,"developed","NORTHERN_AMERICA",28,"West","Female"
"1010","Prerna BHAMBRI","India",1992-09-12,0,0,0,48103,933,358,2016-06-20,0,160,114,"developing","ASIA",23,"West","Female"
"1012","Giulia CRESCENZI","Italy",1996-03-31,0,0,0,15100,934,900,2018-11-12,0,78,79,"developed","EUROPE",22,"West","Female"
"1013","Britt GEUKENS","Belgium",1996-02-23,0,0,0,32289,935,531,2017-07-17,0,131,113,"developed","EUROPE",21,"East","Female"
"1014","Gemma LAIRON NAVARRO","Spain",2001-02-05,0,0,0,7015,935,820,2019-07-22,0,29,24,"developed","EUROPE",18,"West","Female"
"1017","Kamila KERIMBAYEVA","Kazakhstan",1995-06-18,0,0,0,79072,937,291,2014-03-31,0,202,135,"developing","ASIA",18,"East","Female"
"1018","JEONG Yeong Won","South Korea",1996-02-10,0,0,0,17808,938,814,2019-06-17,0,74,74,"developing","ASIA",23,"West","Female"
"1019","Elixane LECHEMIA","France",1991-09-03,0,0,0,107928,939,343,2017-04-03,0,234,202,"developed","EUROPE",25,"West","Female"
"1020","Aki YAMASOTO","Japan",1991-09-24,0,0,0,41000,940,325,2012-10-15,0,147,131,"developed","ASIA",21,"West","Female"
"1022","Alina SHCHERBININA","Russia",2003-08-24,0,0,0,1428,940,912,2019-09-16,0,7,5,"developing","EUROPE",16,"West","Female"
"1023","Kumi SO","Japan",1998-09-13,0,0,0,6868,941,766,2018-07-16,0,46,28,"developed","ASIA",19,"West","Female"
"1024","Brenda NJUKI","Sweden",1994-02-17,0,0,0,26660,941,554,2017-07-17,0,100,102,"developed","EUROPE",23,"West","Female"
"1025","Stefanie TAN","Singapore",1992-09-16,0,0,0,16727,941,438,2017-05-15,0,47,43,"developing","ASIA",24,"West","Female"
"1027","Jana BOJOVIC","Serbia",1999-04-23,0,0,0,4772,943,931,2019-10-21,0,34,25,"developing","EUROPE",20,"West","Female"
"1028","Ali COLLINS","United Kingdom",2000-05-27,0,0,0,5929,944,911,2019-09-30,0,19,21,"developed","EUROPE",19,"West","Female"
"1029","Ana VRLJIC","Croatia",1984-08-01,0,0,0,293378,944,180,2013-08-26,0,495,386,"developed","EUROPE",29,"West","Female"
"1030","Kaitlyn MCCARTHY","United States",1997-12-04,0,0,0,5519,944,726,2015-11-02,0,37,27,"developed","NORTHERN_AMERICA",17,"West","Female"
